                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x76e4cfb91010, 2000000 allocated for zone
Using /home/jp/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/jp/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding ../misc/OriginalWADs/DOOM.WAD
BFG Edition: Using workarounds as needed.
===========================================================================
                           The Ultimate DOOM
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
Failed to get I/O port permissions for 0x388: Operation not permitted
        You may need to run the program as root in order
        to acquire I/O port permissions for OPL MIDI playback.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - [..........................]
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2025-11-08 10:38:41 Episode: 1 Map: 5
timestamp        tic     x       y       z       angle   momx    momy
2025-11-08 10:43:53      10936   -1382  2259    0        358.42  12     -2      0
2025-11-08 10:43:54      10971   -1315  2263    0        10.55   6      2       0
2025-11-08 10:43:55      11006   -1072  2259    -48      354.81  4      -2      0
2025-11-08 10:43:56      11041   -768   2237    -128     35.16   4      3       0
2025-11-08 10:43:57      11076   -673   2351    -144     42.50   -1     -1      0
2025-11-08 10:43:58      11120   -675   2351    -144     357.85  -3     0       0
2025-11-08 10:43:59      11155   -559   2325    -144     312.98  3      -2      0
2025-11-08 10:44:00      11190   -608   2380    -144     357.54  -1     0       0
2025-11-08 10:44:01      11225   -604   2389    -144     356.22  2      0       0
2025-11-08 10:44:02      11260   -514   2364    -144     327.30  2      -2      0
2025-11-08 10:44:03      11295   -315   2218    -144     83.89   0      -2      0
2025-11-08 10:44:04      11330   -493   2383    -144     207.77  -9     1       0
2025-11-08 10:44:05      11365   -608   2351    -144     286.66  0      -10     0
2025-11-08 10:44:06      11400   -361   2228    -144     14.41   6      0       0
2025-11-08 10:44:07      11435   -313   2199    -144     173.01  -1     1       0
2025-11-08 10:44:08      11470   -540   2368    -144     14.63   -6     2       0
2025-11-08 10:44:09      11505   -543   2374    -144     14.37   2      -1      0
2025-11-08 10:44:10      11540   -493   2476    -144     22.10   2      5       0
2025-11-08 10:44:11      11575   -379   2404    -144     353.06  11     -5      0
2025-11-08 10:44:12      11610   -422   2404    -144     341.28  -7     2       0
2025-11-08 10:44:13      11645   -490   2407    -144     311.40  5      -7      0
2025-11-08 10:44:14      11680   -439   2271    -144     32.34   5      2       0
2025-11-08 10:44:15      11715   -408   2284    -144     19.29   9      2       0
2025-11-08 10:44:16      11750   -337   2313    -144     42.19   0      1       13
2025-11-08 10:44:17      11787   -344   2348    -232     353.98  5      -1      13
2025-11-08 10:44:25      12005   -1472  -3345   64       182.90  -3     0       0
2025-11-08 10:44:26      12040   -1647  -3285   64       39.16   0      6       0
2025-11-08 10:44:27      12075   -1389  -3318   64       95.19   9      1       0
2025-11-08 10:44:28      12110   -1489  -3293   64       282.17  -1     -2      0
2025-11-08 10:44:29      12145   -1372  -3250   64       120.54  -3     8       0
2025-11-08 10:44:30      12180   -1648  -3247   64       258.79  -1     -5      0
2025-11-08 10:44:31      12215   -1633  -3334   64       57.44   3      8       0
2025-11-08 10:44:32      12250   -1470  -3226   64       89.34   0      -1      0
2025-11-08 10:44:33      12285   -1510  -3109   64       126.30  -3     5       0
2025-11-08 10:44:34      12320   -1641  -3076   64       174.24  -9     -2      0
2025-11-08 10:44:35      12355   -1961  -2879   64       5.58    -2     5       0
2025-11-08 10:44:36      12390   -1953  -2864   64       327.08  0      -1      0
2025-11-08 10:44:37      12426   -1781  -3103   64       15.60   12     -4      0
2025-11-08 10:44:38      12461   -1696  -3097   64       197.45  -5     -2      0
2025-11-08 10:44:39      12496   -1898  -3063   64       81.56   -1     2       0
2025-11-08 10:44:40      12531   -1856  -2921   64       95.49   2      12      0
2025-11-08 10:44:41      12566   -1766  -2471   64       330.82  10     4       0
2025-11-08 10:44:42      12603   -1687  -2600   64       140.23  -4     3       0
2025-11-08 10:44:43      12638   -1923  -2771   64       302.78  1      -14     0
2025-11-08 10:44:44      12673   -1708  -3161   64       25.18   13     0       0
2025-11-08 10:44:45      12708   -1596  -3047   64       44.52   2      1       0
2025-11-08 10:44:46      12743   -1445  -3034   64       355.25  13     -1      0
2025-11-08 10:44:47      12778   -1308  -3046   64       268.95  7      -8      0
2025-11-08 10:44:48      12813   -1050  -3056   64       84.64   5      12      0
2025-11-08 10:44:49      12848   -1192  -2704   64       87.10   -7     6       0
2025-11-08 10:44:50      12883   -1192  -2677   64       67.19   2      4       0
2025-11-08 10:44:51      12918   -1231  -2423   64       60.42   -2     -5      0
2025-11-08 10:44:52      12953   -1306  -2449   64       38.01   -2     -1      0
2025-11-08 10:44:53      12988   -1255  -2436   64       70.75   0      0       0
2025-11-08 10:44:54      13025   -1247  -2434   64       71.02   -1     -3      0
2025-11-08 10:44:55      13060   -1311  -2534   64       138.03  -7     4       0
2025-11-08 10:44:56      13095   -1255  -2577   64       71.28   6      6       0
2025-11-08 10:44:57      13130   -1041  -2633   64       256.55  -1     -13     0
2025-11-08 10:44:58      13165   -1209  -3040   64       196.57  -7     -12     0
2025-11-08 10:44:59      13200   -1570  -3089   64       186.20  -12    -1      0
2025-11-08 10:45:00      13235   -1911  -2848   64       88.99   -2     14      0
2025-11-08 10:45:01      13270   -1861  -2534   64       176.88  -1     -1      0
2025-11-08 10:45:02      13305   -1909  -2483   64       86.09   -3     3       0
2025-11-08 10:45:03      13340   -1981  -2420   64       241.88  -7     -7      0
2025-11-08 10:45:04      13375   -2052  -2462   64       321.37  0      -1      0
2025-11-08 10:45:05      13410   -1951  -2257   64       298.61  -1     0       0
2025-11-08 10:45:06      13445   -1975  -2261   64       323.53  2      -2      0
2025-11-08 10:45:07      13480   -1795  -2237   64       161.15  -7     6       0
2025-11-08 10:45:08      13515   -1864  -2028   96       108.50  -1     4       0
2025-11-08 10:45:09      13550   -1862  -1874   96       96.11   -1     13      0
2025-11-08 10:45:10      13585   -1890  -1748   96       53.22   3      3       0
2025-11-08 10:45:11      13620   -1870  -1638   96       114.83  -4     5       0
2025-11-08 10:45:12      13655   -1895  -1553   96       82.71   -1     0       0
2025-11-08 10:45:13      13694   -1872  -1459   96       76.82   0      1       0
2025-11-08 10:45:14      13729   -1842  -1300   96       93.52   0      3       0
2025-11-08 10:45:15      13764   -1842  -1186   96       98.88   -1     7       0
2025-11-08 10:45:16      13799   -1788  -760    96       21.09   6      8       0
2025-11-08 10:45:17      13834   -1557  -780    96       3.60    10     -4      0
2025-11-08 10:45:18      13869   -1383  -697    88       30.28   -1     0       0
2025-11-08 10:45:19      13904   -1008  -657    88       346.64  15     -2      0
2025-11-08 10:45:20      13939   -836   -670    88       280.20  0      -1      0
2025-11-08 10:45:21      13974   -870   -709    88       275.32  -2     -10     0
2025-11-08 10:45:22      14009   -814   -810    88       40.34   1      0       0
2025-11-08 10:45:23      14044   -743   -741    88       36.61   2      2       0
2025-11-08 10:45:24      14079   -598   -643    96       349.50  7      1       0
2025-11-08 10:45:25      14114   -517   -688    96       293.86  4      -2      0
2025-11-08 10:45:26      14149   -420   -911    96       241.22  0      -6      0
2025-11-08 10:45:27      14184   -429   -923    96       144.32  -4     2       0
2025-11-08 10:45:28      14219   -558   -849    96       152.80  -5     0       0
2025-11-08 10:45:29      14254   -585   -849    96       16.88   -1     -1      0
2025-11-08 10:45:30      14289   -457   -855    96       79.85   0      0       0
2025-11-08 10:45:31      14324   -570   -879    96       137.81  -2     0       0
2025-11-08 10:45:32      14359   -589   -853    96       118.96  1      -2      0
2025-11-08 10:45:33      14394   -463   -846    96       100.63  2      0       0
2025-11-08 10:45:34      14429   -505   -657    96       184.39  -1     -1      0
2025-11-08 10:45:35      14464   -696   -714    96       204.92  -5     -2      0
2025-11-08 10:45:36      14499   -808   -720    88       184.13  -5     -1      0
2025-11-08 10:45:37      14534   -735   -732    88       351.47  10     -2      0
2025-11-08 10:45:38      14569   -523   -658    96       10.81   10     -1      0
2025-11-08 10:45:39      14604   -415   -396    96       65.17   -2     10      13
2025-11-08 10:45:40      14639   -241   -395    96       304.94  4      -7      13
2025-11-08 10:45:41      14674   -18    -607    96       241.92  1      -10     13
2025-11-08 10:45:42      14709   -18    -527    96       238.80  -1     0       13
2025-11-08 10:45:57      15193   -1473  -3357   64       88.64   -1     -1      0
2025-11-08 10:45:58      15228   -1483  -3376   64       63.50   -1     -1      0
2025-11-08 10:45:59      15265   -1460  -3324   64       14.11   1      3       0
2025-11-08 10:46:00      15300   -1595  -3217   64       153.28  -3     0       0
2025-11-08 10:46:01      15335   -1592  -3320   64       254.84  0      -6      0
2025-11-08 10:46:02      15370   -1480  -3341   64       65.04   4      2       0
2025-11-08 10:46:03      15405   -1438  -3217   64       219.99  0      0       0
2025-11-08 10:46:04      15440   -1506  -3342   64       248.69  -4     -8      0
2025-11-08 10:46:05      15475   -1520  -3392   64       275.71  -1     0       0
2025-11-08 10:46:06      15510   -1526  -3358   64       301.64  -3     5       0
2025-11-08 10:46:07      15545   -1545  -3217   64       86.31   1      1       0
2025-11-08 10:46:08      15580   -1514  -3058   64       86.09   0      9       0
2025-11-08 10:46:09      15615   -1460  -3050   64       88.20   1      4       0
2025-11-08 10:46:10      15650   -1433  -2965   64       177.67  5      -3      0
2025-11-08 10:46:11      15685   -1684  -3105   64       167.08  -15    1       0
2025-11-08 10:46:12      15720   -1856  -3148   64       84.86   -1     0       0
2025-11-08 10:46:13      15755   -1859  -3070   64       90.88   -1     6       0
2025-11-08 10:46:14      15790   -1874  -2922   64       105.51  -1     2       0
2025-11-08 10:46:15      15825   -1858  -2985   64       88.07   0      1       0
2025-11-08 10:46:16      15860   -1847  -2801   64       86.92   0      11      0
2025-11-08 10:46:17      15895   -1777  -2532   64       330.82  7      -3      0
2025-11-08 10:46:18      15930   -1634  -2608   64       172.71  -3     0       0
2025-11-08 10:46:19      15965   -1864  -2578   64       172.31  -1     -5      0
2025-11-08 10:46:20      16002   -1902  -2574   64       118.92  0      1       0
2025-11-08 10:46:21      16037   -1890  -2515   64       171.21  5      -1      0
2025-11-08 10:46:22      16072   -1813  -2501   64       151.57  -1     -1      0
2025-11-08 10:46:23      16107   -1912  -2584   64       111.93  -10    4       0
2025-11-08 10:46:24      16142   -1928  -2489   64       67.59   1      5       0
2025-11-08 10:46:25      16177   -1915  -2417   64       55.02   0      1       0
2025-11-08 10:46:26      16212   -1791  -2241   64       275.49  -2     -7      0
2025-11-08 10:46:27      16247   -1940  -2451   64       160.97  -15    -2      0
2025-11-08 10:46:28      16282   -2071  -2423   64       219.46  -7     -11     0
2025-11-08 10:46:29      16317   -2074  -2613   64       44.38   5      5       0
2025-11-08 10:46:30      16352   -1796  -2231   64       89.08   3      15      0
2025-11-08 10:46:31      16387   -1952  -1784   96       83.80   -6     10      0
2025-11-08 10:46:32      16422   -1855  -1633   96       90.88   0      0       0
2025-11-08 10:46:33      16457   -1847  -1582   96       83.45   0      2       0
2025-11-08 10:46:34      16492   -1836  -1486   96       90.31   0      1       0
2025-11-08 10:46:35      16527   -1834  -1390   96       88.24   0      1       0
2025-11-08 10:46:36      16562   -1828  -1243   96       92.42   0      4       0
2025-11-08 10:46:37      16597   -1796  -1011   96       40.34   5      11      0
2025-11-08 10:46:38      16632   -1588  -750    96       5.67    11     2       0
2025-11-08 10:46:39      16667   -1160  -637    88       354.42  14     3       0
2025-11-08 10:46:40      16702   -1013  -614    88       322.69  -2     1       0
2025-11-08 10:46:41      16737   -943   -674    88       333.85  3      -2      0
2025-11-08 10:46:42      16772   -825   -723    88       339.21  4      -2      0
2025-11-08 10:46:43      16807   -657   -801    96       338.64  2      -2      0
2025-11-08 10:46:44      16842   -505   -861    96       60.42   7      3       0
2025-11-08 10:46:45      16877   -425   -606    96       99.93   0      -3      0
2025-11-08 10:46:46      16912   -402   -685    96       129.24  -1     0       0
2025-11-08 10:46:47      16947   -440   -685    96       90.35   0      -6      0
2025-11-08 10:46:48      16982   -447   -522    96       88.77   -1     12      0
2025-11-08 10:46:49      17017   -256   -398    96       306.30  12     -6      13
2025-11-08 10:46:50      17052   -114   -500    96       271.23  0      4       13
2025-11-08 10:46:51      17087   -126   -513    96       261.34  -1     -3      13
2025-11-08 10:46:52      17122   -165   -754    96       258.31  -3     -13     13
2025-11-08 10:46:53      17157   -162   -845    104      22.85   9      3       13
2025-11-08 10:46:54      17192   -59    -807    96       173.06  -6     -1      13
2025-11-08 10:46:55      17227   -153   -806    96       131.00  3      -5      13
2025-11-08 10:46:56      17262   -92    -842    96       115.00  -2     5       13
2025-11-08 10:46:57      17297   -148   -700    96       177.98  -8     3       13
2025-11-08 10:46:58      17332   -303   -529    96       224.25  0      1       0
2025-11-08 10:46:59      17367   -303   -602    96       304.23  -3     2       0
2025-11-08 10:47:00      17402   -282   -588    96       311.09  2      -3      0
2025-11-08 10:47:01      17437   -252   -563    96       266.53  -1     3       0
2025-11-08 10:47:03      17478   -252   -542    96       262.71  -1     -3      0
2025-11-08 10:47:04      17513   -257   -581    96       264.07  -1     -1      0
2025-11-08 10:47:05      17551   -225   -648    96       304.85  0      -2      11
2025-11-08 10:47:06      17586   -178   -880    104      320.01  2      0       13
2025-11-08 10:47:07      17621   -129   -670    96       89.52   -2     14      13
2025-11-08 10:47:08      17656   -191   -464    96       209.27  -3     -1      13
2025-11-08 10:47:09      17691   -456   -383    96       265.56  -10    -7      13
2025-11-08 10:47:10      17726   -435   -676    96       278.09  6      -11     0
2025-11-08 10:47:11      17761   -443   -948    96       233.79  -1     -2      0
2025-11-08 10:47:12      17796   -496   -882    96       124.98  -1     5       0
2025-11-08 10:47:13      17831   -593   -878    96       183.16  -4     -2      0
2025-11-08 10:47:14      17866   -593   -939    96       39.38   1      2       0
2025-11-08 10:47:15      17901   -422   -907    96       281.87  9      -9      0
2025-11-08 10:47:16      17936   -451   -834    96       63.15   2      11      0
2025-11-08 10:47:17      17971   -485   -401    96       71.06   -4     10      13
2025-11-08 10:47:18      18006   -411   -394    96       4.35    11     1       13
2025-11-08 10:47:19      18041   -122   -422    96       305.42  4      -2      13
2025-11-08 10:47:20      18076   -78    -553    96       259.10  -1     -7      13
2025-11-08 10:47:21      18111   -36    -743    96       341.46  9      -7      13
2025-11-08 10:47:22      18146   -59    -818    96       195.47  -5     -2      13
2025-11-08 10:47:23      18181   -159   -832    104      127.79  -4     2       13
2025-11-08 10:47:24      18216   -304   -609    96       95.89   -1     5       0
2025-11-08 10:47:25      18251   -137   -715    96       82.92   8      1       13
2025-11-08 10:47:26      18286   -193   -379    96       180.70  -13    5       13
2025-11-08 10:47:27      18321   -496   -544    96       265.12  -1     -10     0
2025-11-08 10:47:28      18356   -510   -669    96       194.59  -2     -2      0
2025-11-08 10:47:29      18391   -401   -764    96       284.11  0      -8      0
2025-11-08 10:47:30      18426   -430   -932    96       96.06   -3     9       0
2025-11-08 10:47:31      18461   -496   -845    96       220.21  -2     -7      0
2025-11-08 10:47:32      18496   -670   -862    96       165.67  -9     1       0
2025-11-08 10:47:33      18531   -805   -836    88       161.85  -1     -1      0
2025-11-08 10:47:34      18566   -927   -774    61       151.26  -3     1       16
2025-11-08 10:47:35      18601   -1121  -775    -32      186.33  -10    -2      16
2025-11-08 10:47:36      18636   -1292  -780    -25      175.17  2      -1      16
2025-11-08 10:47:37      18671   -1246  -720    -8       8.66    2      1       16
2025-11-08 10:47:38      18706   -1085  -690    10       359.17  2      0       16
2025-11-08 10:47:39      18741   -1015  -748    27       188.88  -2     -1      16
2025-11-08 10:47:40      18776   -1137  -753    45       260.90  -1     0       16
2025-11-08 10:47:41      18811   -1148  -848    62       272.37  -1     1       16
2025-11-08 10:47:42      18846   -1279  -707    88       179.12  -13    3       0
2025-11-08 10:47:43      18881   -1709  -834    96       264.46  -8     -10     0
2025-11-08 10:47:44      18916   -1838  -1111   96       258.09  -7     -14     0
2025-11-08 10:47:45      18951   -1844  -1482   96       252.16  -5     -15     0
2025-11-08 10:47:46      18986   -1838  -1574   96       260.42  -1     -2      0
2025-11-08 10:47:47      19021   -1885  -1781   96       288.98  -1     -4      0
2025-11-08 10:47:48      19056   -1801  -1856   104      322.34  7      -5      0
2025-11-08 10:47:49      19091   -1848  -1875   96       260.38  -2     2       0
2025-11-08 10:47:50      19126   -1853  -1972   96       276.55  0      -6      0
2025-11-08 10:47:51      19161   -1831  -2375   64       240.16  -2     -2      0
2025-11-08 10:47:52      19196   -1894  -2455   64       258.31  -4     -10     0
2025-11-08 10:47:53      19231   -1838  -2738   64       243.76  -2     -9      0
2025-11-08 10:47:54      19266   -1893  -3153   64       6.06    -1     -1      0
2025-11-08 10:47:55      19301   -1708  -3032   64       334.29  12     1       0
2025-11-08 10:47:56      19336   -1575  -3024   64       10.55   4      0       0
2025-11-08 10:47:57      19371   -1404  -3059   64       355.34  6      -6      0
2025-11-08 10:47:58      19406   -1071  -2904   64       119.75  0      12      0
2025-11-08 10:47:59      19441   -1212  -2409   64       76.73   -2     0       0
2025-11-08 10:48:00      19476   -1227  -2406   64       77.12   0      1       0
2025-11-08 10:48:01      19511   -1211  -2338   64       75.63   0      2       0
2025-11-08 10:48:02      19546   -1195  -2266   64       82.44   0      3       0
2025-11-08 10:48:03      19581   -1190  -2148   64       82.53   0      7       0
2025-11-08 10:48:04      19616   -1000  -1893   64       149.63  -1     7       0
2025-11-08 10:48:05      19651   -863   -1844   64       356.48  8      -2      0
2025-11-08 10:48:06      19686   -872   -1865   64       16.00   0      0       0
2025-11-08 10:48:07      19721   -801   -1809   64       27.03   2      0       0
2025-11-08 10:48:08      19756   -699   -1769   64       32.78   8      5       0
2025-11-08 10:48:09      19791   -397   -1572   48       38.85   2      1       0
2025-11-08 10:48:10      19826   -288   -1480   48       9.93    2      1       0
2025-11-08 10:48:11      19861   -90    -1460   48       354.51  12     -1      0
2025-11-08 10:48:12      19896   216    -1471   48       358.55  10     -1      0
2025-11-08 10:48:13      19931   230    -1400   48       109.25  -3     9       0
2025-11-08 10:48:14      19966   -68    -1315   48       211.99  -14    -5      0
2025-11-08 10:48:15      20001   -383   -1682   48       334.78  3      -13     0
2025-11-08 10:48:16      20036   -222   -1836   48       71.06   1      2       0
2025-11-08 10:48:17      20071   -357   -1707   48       116.85  -10    9       0
2025-11-08 10:48:18      20106   -477   -1526   48       277.43  0      -2      0
2025-11-08 10:48:19      20141   -297   -1676   48       269.43  4      -11     0
2025-11-08 10:48:20      20176   -204   -1828   48       33.09   3      -2      0
2025-11-08 10:48:21      20211   -169   -1834   48       150.60  0      -1      0
2025-11-08 10:48:27      20404   -1452  -3305   64       16.44   3      5       0
2025-11-08 10:48:28      20439   -1476  -3232   64       118.30  -1     -1      0
2025-11-08 10:48:29      20474   -1504  -3212   64       122.21  -2     1       0
2025-11-08 10:48:30      20509   -1514  -3161   64       40.87   5      4       0
2025-11-08 10:48:31      20544   -1146  -3069   64       59.37   11     6       0
2025-11-08 10:48:32      20579   -1048  -2934   64       158.86  -2     0       0
2025-11-08 10:48:33      20614   -1200  -3023   64       145.24  -1     -1      0
2025-11-08 10:48:34      20649   -1158  -2898   64       94.48   1      8       0
2025-11-08 10:48:35      20684   -1146  -2772   64       109.51  -1     3       0
2025-11-08 10:48:36      20719   -1294  -2498   64       231.68  -10    2       0
2025-11-08 10:48:37      20754   -1343  -2535   64       267.71  -1     -10     0
2025-11-08 10:48:38      20789   -1162  -2608   64       354.02  8      -1      0
2025-11-08 10:48:39      20824   -1061  -2492   64       122.39  -3     2       0
2025-11-08 10:48:40      20859   -1126  -2449   64       222.36  -2     2       0
2025-11-08 10:48:41      20894   -1232  -2417   64       89.03   1      10      0
2025-11-08 10:48:42      20929   -1217  -2409   64       83.63   0      -1      0
2025-11-08 10:48:43      20964   -1179  -2448   64       282.39  3      -2      0
2025-11-08 10:48:44      20999   -1202  -2492   64       237.00  -6     -9      0
2025-11-08 10:48:45      21034   -1082  -2700   64       267.89  5      -12     0
2025-11-08 10:48:46      21069   -1166  -3001   64       193.10  -5     -13     0
2025-11-08 10:48:47      21104   -1301  -3110   64       167.26  3      -3      0
2025-11-08 10:48:48      21139   -1291  -3117   64       159.43  -10    3       0
2025-11-08 10:48:49      21174   -1567  -2972   64       218.67  -3     0       0
2025-11-08 10:48:50      21209   -1671  -3025   64       176.66  -5     0       0
2025-11-08 10:48:51      21244   -1968  -2978   64       80.99   0      8       0
2025-11-08 10:48:52      21279   -1926  -2842   64       56.56   0      0       0
2025-11-08 10:48:53      21314   -1880  -2741   64       86.84   0      -1      0
2025-11-08 10:48:54      21353   -1873  -2806   64       102.00  1      -6      0
2025-11-08 10:48:55      21388   -1861  -2866   64       96.20   -2     6       0
2025-11-08 10:48:56      21423   -1871  -2565   64       248.91  -4     2       0
2025-11-08 10:48:57      21458   -1963  -2774   64       289.56  2      -10     0
2025-11-08 10:48:58      21493   -1788  -3035   64       356.97  7      -3      0
2025-11-08 10:48:59      21528   -1445  -3040   64       84.55   1      -4      0
2025-11-08 10:49:00      21563   -1423  -3047   64       90.04   0      3       0
2025-11-08 10:49:01      21600   -1426  -3012   64       92.37   -1     3       0
2025-11-08 10:49:02      21635   -1397  -3145   64       110.87  2      -10     0
2025-11-08 10:49:03      21670   -1369  -3149   64       150.34  -6     4       0
2025-11-08 10:49:04      21705   -1802  -3067   64       130.69  -14    6       0
2025-11-08 10:49:05      21740   -1908  -2597   64       88.95   5      5       0
2025-11-08 10:49:06      21775   -1861  -2533   64       134.43  0      0       0
2025-11-08 10:49:07      21810   -1891  -2509   64       199.07  1      0       0
2025-11-08 10:49:08      21845   -1914  -2537   64       322.25  4      -8      0
2025-11-08 10:49:09      21880   -1810  -2646   64       120.89  0      0       0
2025-11-08 10:49:10      21915   -1868  -2539   64       115.22  -2     3       0
2025-11-08 10:49:11      21950   -1931  -2257   64       304.67  -2     0       0
2025-11-08 10:49:12      21985   -1934  -2290   64       265.78  -1     -1      0
2025-11-08 10:49:13      22020   -1903  -2257   64       246.31  1      0       0
2025-11-08 10:49:14      22055   -2109  -2436   64       248.03  -8     -11     0
2025-11-08 10:49:15      22090   -2160  -2633   64       231.02  -7     -5      0
2025-11-08 10:49:16      22125   -2158  -2409   64       9.40    1      0       0
2025-11-08 10:49:17      22160   -1903  -2292   64       63.81   8      11      0
2025-11-08 10:49:18      22195   -1800  -2286   64       184.57  -6     -4      0
2025-11-08 10:49:19      22231   -1975  -2268   64       119.31  3      -2      0
2025-11-08 10:49:20      22266   -1814  -2229   64       67.06   4      2       0
2025-11-08 10:49:21      22301   -1871  -2077   96       79.45   0      10      0
2025-11-08 10:49:22      22336   -1824  -2038   96       73.83   -1     -5      0
2025-11-08 10:49:23      22371   -1869  -1805   96       164.79  -4     2       0
2025-11-08 10:49:24      22406   -1964  -1740   96       66.27   1      1       0
2025-11-08 10:49:25      22441   -1846  -1635   96       111.88  0      -1      0
2025-11-08 10:49:26      22476   -1850  -1567   96       59.94   -3     -3      0
2025-11-08 10:49:27      22511   -1937  -1716   96       65.35   -1     -5      0
2025-11-08 10:49:28      22546   -1958  -1827   96       34.41   2      0       0
2025-11-08 10:49:29      22581   -1862  -1577   96       108.76  0      8       0
2025-11-08 10:49:30      22616   -1877  -1325   96       6.50    10     4       0
2025-11-08 10:49:31      22651   -1778  -1125   96       274.39  -3     -8      0
2025-11-08 10:49:32      22686   -1749  -1125   96       230.62  -1     -13     0
2025-11-08 10:49:33      22721   -1835  -1318   96       252.77  -6     -14     0
2025-11-08 10:49:34      22756   -1877  -1301   96       76.03   3      4       0
2025-11-08 10:49:35      22791   -1709  -1105   96       133.95  0      1       0
2025-11-08 10:49:36      22826   -1675  -1135   96       168.84  -4     0       0
2025-11-08 10:49:37      22861   -1898  -1121   96       50.71   0      2       0
2025-11-08 10:49:38      22896   -1779  -1007   96       34.01   10     7       0
2025-11-08 10:49:39      22933   -1718  -833    96       40.91   2      10      0
2025-11-08 10:49:40      22968   -1569  -721    96       253.48  -1     -1      0
2025-11-08 10:49:41      23003   -1773  -892    96       288.02  -3     -12     0
2025-11-08 10:49:42      23038   -1654  -951    96       87.23   3      5       0
2025-11-08 10:49:43      23073   -1768  -763    96       351.25  0      7       0
2025-11-08 10:49:44      23108   -1655  -728    96       356.26  2      -1      0
2025-11-08 10:49:45      23143   -1650  -728    96       356.62  -1     0       0
2025-11-08 10:49:46      23178   -1717  -724    96       353.41  -1     0       0
2025-11-08 10:49:47      23213   -1700  -728    96       351.39  -2     0       0
2025-11-08 10:49:48      23248   -1745  -721    96       358.64  0      0       0
2025-11-08 10:49:49      23283   -1738  -729    96       240.95  -2     -3      0
2025-11-08 10:49:50      23318   -1833  -1008   96       50.14   0      0       0
2025-11-08 10:49:51      23353   -1776  -844    96       15.34   4      8       0
2025-11-08 10:49:52      23388   -1699  -755    96       354.02  0      0       0
2025-11-08 10:49:53      23423   -1679  -752    96       6.02    1      0       0
2025-11-08 10:49:54      23458   -1754  -751    96       359.47  -4     0       0
2025-11-08 10:49:55      23493   -1595  -768    96       353.63  9      -1      0
2025-11-08 10:49:56      23528   -1125  -905    88       0.57    15     -4      0
2025-11-08 10:49:57      23563   -775   -777    88       0.48    13     5       0
2025-11-08 10:49:58      23598   -605   -857    96       303.40  3      -10     0
2025-11-08 10:49:59      23633   -525   -850    96       62.49   3      4       0
2025-11-08 10:50:00      23668   -478   -806    96       83.50   -1     -2      0
2025-11-08 10:50:01      23703   -479   -873    96       87.01   -1     -1      0
2025-11-08 10:50:03      23739   -1476  -3315   64       100.99  -2     7       0
2025-11-08 10:50:04      23774   -1462  -3243   64       109.03  0      1       0
2025-11-08 10:50:14      24100   -1462  -3233   64       131.88  2      -4      0

